Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8595056;Orbe, Fleurs-de-Lys;PostAuto AG;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100602;;2530422;1174399;512;46.71715338799099, 6.528596141451369
8595055;Orbe, Dame;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2530756;1175565;479;46.72767621983592, 6.5327879044184565
8595410;Orbe, route de Chavornay;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2531192.009;1174938.602;442;46.72208707206132, 6.538585431242574
8595409;Orbe, Les Moulins;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2530889;1174784;446;46.72066505723897, 6.534645572334127
8579729;Orges, Gret;PostAuto AG;BUS;VD;Orges;5924;Orges;ch:1:sboid:100602;;2535228;1184504;562;46.80853175327845, 6.590018703612026
8507697;Orges, village;PostAuto AG;BUS;VD;Orges;5924;Orges;ch:1:sboid:100602;;2534936;1184483;564;46.80831433661321, 6.5861963351002615
8500361;Mi-Laouissalet (Meilleret);Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100954;SBA.73.280.1;2574523;1131322;1685;46.33280456781934, 7.107783445077318
8531382;Choulet - Le Fer;Télé-Leysin-Col des Mosses - La Lécherette SA;CHAIRLIFT;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100191;SBA.74.023.1;2569484;1135654;1444;46.37156236471855, 7.04205971675884
8500362;Meilleret (Mi-Laouissalet);Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100954;SBA.73.280.9;2575555;1131376;1947;46.33332882260317, 7.121182623814612
8531384;Solepraz (télésiège);Télé-Leysin-Col des Mosses - La Lécherette SA;CHAIRLIFT;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100191;SBA.74.024.1;2570036;1136168;1326;46.37621100973087, 7.049200071820851
8501469;Les Fontanelles;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100008;;2569728.982;1132492.035;896.7;46.34312999823321, 7.045450001544031
8501473;Les Planches (Aigle);Transports Publics du Chablais;TRAIN;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100008;;2570491.648;1133845.592;869;46.35534000043915, 7.055269997276302
8501475;Les Echenards;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100008;;2572784.585;1133835.899;1077.3;46.35534999649843, 7.085060005444977
8501702;Les Mosses, L'Arsaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Les Mosses;ch:1:sboid:100617;;2574310;1139610;1408;46.407351491759314, 7.104557393406898
8501758;La Comballaz, centre;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Comballaz;ch:1:sboid:100617;bis 2018: La Comballaz, poste;2572687;1136568;1354;46.37992272656798, 7.083631044187388
8501975;Le Sépey, gare;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;bis 2018: Le Sépey, gare/poste;2570292;1134511;975;46.36131685595531, 7.05263354295921
8531177;Mi-Laouissalet (Conche);Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100954;SBA.73.279.1;2574879;1131244;1786;46.33211637385899, 7.112410849824772
8570628;Cergnat, Pied de Crettaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2568625;1133204;1197;46.34948364903749, 7.031062345966449
8570627;Cergnat, Les Noisetiers;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2568883;1133612;1121;46.35316585913705, 7.034386472427223
8501346;Les Mosses, église;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Les Mosses;ch:1:sboid:100617;;2573605;1137798;1414;46.39102410425286, 7.095492784921062
8570620;La Comballaz, Les Voëttes;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Comballaz;ch:1:sboid:100617;;2572894;1136832;1363;46.382305970036036, 7.0863061086560775
8570634;La Forclaz VD, Les Granges;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2570125;1132545;1086;46.34362423769711, 7.050590417335035
8570635;La Forclaz VD, Le Bouillet;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2570298;1132900;1158;46.34682534505196, 7.052814766055376
8570632;Les Planches (Aigle), gare;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2570493;1133756;941;46.35453413359769, 7.055293267532992
8570624;Le Sépey, La Combaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2570847;1134418;1041;46.360504683836176, 7.059850642218145
8570622;Le Sépey, Aux Caudreys;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2571770;1134928;1210;46.365131982894056, 7.07181214480393
8570626;Cergnat, église;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2569571;1134079;1052;46.35739839648583, 7.043293801354409
8570633;La Forclaz VD, La Trappaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2570091;1133090;1047;46.3485252748085, 7.050113624919109
8570636;La Forclaz VD, Vougny-Paluex;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2570832;1133198;1205;46.34952949507088, 7.0597325476467825
8511127;Le Sépey, Pont de la Tine;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2569229;1132491;858;46.343097891206156, 7.038955870249612
8501766;La Forclaz VD, village;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100617;;2571425;1133350;1260;46.350922397803075, 7.067426494819335
8531176;Meilleret;Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessous;5410;La Forclaz VD;ch:1:sboid:100954;SBA.73.159.9;2575525;1131474;1941;46.33420928983214, 7.1207878512034375
8573653;La Comballaz, L'Ortier;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Les Mosses;ch:1:sboid:100617;;2573159;1137221;1382;46.38581592308219, 7.0897280910821845
8501792;Les Mosses, Col des Mosses;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Les Mosses;ch:1:sboid:100617;;2574059;1138497;1445;46.39732975852564, 7.1013557557993545
8501474;Le Sépey;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100008;;2570303.999;1134502.397;975.4;46.36124000014802, 7.052790000219997
8586294;Les Mosses, village;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Les Mosses;ch:1:sboid:100617;;2573996;1138180;1435;46.39447572399019, 7.100554459517004
8570623;Le Sépey, La Mosse;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;Le Sépey;ch:1:sboid:100617;;2570870;1134759;1125;46.363573158237216, 7.060128038044764
8570621;La Comballaz, Le Pilet;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessous;5410;La Comballaz;ch:1:sboid:100617;;2572314;1136089;1323;46.3755985295397, 7.078811548893568
8579123;Les Diablerets,rte Creux Culan;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;arrêt ligne 12.162;2577024;1130881;1554;46.328928080263125, 7.140284476743122
8510704;Les Diablerets, La Bierlaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2576773.869;1131106.224;1659;46.33094545861619, 7.137025107963838
8511108;Vers-l'Eglise, Le Rosex;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100617;;2574528;1133963;1095;46.35656199161198, 7.107703192141277
8511193;Les Diablerets, La Vuargnaz;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578771;1133562;1282.7;46.35310292026276, 7.162847362628055
8530039;Col-du-Pillon (téléphérique);Gstaad 3000 AG;CABLE_CAR;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.71.014.1;2582040;1133667;1555;46.354143289720476, 7.20531205973797
8530870;Cabane-des-Diabl. (Oldenegg);Gstaad 3000 AG;;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.73.139.9 reiner Betriebspunkt, VP=8530590;2582773;1132092;2520;46.33999454067401, 7.214893557060422
8593775;Les Nicolets;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100008;;2575438.105;1133725.546;1096.6;46.35446000093237, 7.119539999710976
8512176;Vers-l'Eglise, Plan Morier;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100617;;2575970.243;1133853.282;1118.4;46.355628390349004, 7.126446716710239
8517485;Sur-le-Buis;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100008;;2573982.021;1133602.713;1123.7;46.35330000206168, 7.100629999496757
8584842;Les Diablerets, Lilas/Chamois;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2577997;1133533;1158;46.35281702619964, 7.152793446803683
8584840;Les Diablerets,parc des sports;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2578319;1132991;1161;46.347951947205935, 7.157002014685868
8584841;Les Diablerets, Les Vioz;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2578229;1132948;1162;46.34756221375422, 7.155834926821837
8579125;Les Diablerets, gare;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578207;1133349;1155;46.35116871928394, 7.15553027391724
8511191;Les Diablerets, Mon Abri;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2577792;1133672;1155;46.354060632655745, 7.1501235702545145
8530038;Les Diablerets (Isenau aval);Télé-Villars-Gryon;CABLE_CAR;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100954;SBA.72.011.1;2578575;1133226;1192;46.35007415718553, 7.160316608530147
8531174;Les Mazots;Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100954;SBA.73.018.9 neu SBA.72.171.9;2576458;1131253;1717;46.332254750981875, 7.132915765474262
8584837;Les Diablerets, Les Diablotins;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2579327;1133155;1270;46.34945914608178, 7.170088726112962
8511109;Vers-l'Eglise, bifurcation;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100617;;2576439;1133833;1145;46.35546261695756, 7.132537808083148
8511189;Les Diablerets, Le Planet;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578269;1133706;1209.2;46.354382154513274, 7.156318951886299
8571278;Les Diablerets, Les Preises;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2580316;1133177;1385;46.349686900957636, 7.182935376463118
8571277;Les Diablerets, La Marche;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2583568;1134247;1441;46.359400065087144, 7.225142650062135
8511194;Les Diablerets, La Moille;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578971.822;1133643.892;1329.6;46.35384593022261, 7.165452595217151
8593776;Plan Morier;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100008;;2576181.256;1133623.62;1108.6;46.35356999777143, 7.129199996739162
8531229;Glacier-des-Diabl. (Sex Rouge);Gstaad 3000 AG;;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.74.190.9 reiner Betriebspunkt, VP=8501354;2581990;1130583;2935;46.32639956226762, 7.204782471475927
8579124;Les Diablerets, accrobranche;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;arrêt ligne 12.162;2578424;1132090;1232;46.33985033734851, 7.158407951238692
8511112;Les Diablerets, La Faverge;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2577619;1133790;1150;46.35511634115587, 7.14787032602621
8571280;Les Diablerets, Les Rochers;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2579056;1133273;1246;46.35051218905295, 7.166562970174341
8511190;Les Diablerets, Lac Retaud;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2581515;1134236;1685.2;46.35924745930817, 7.198468730449511
8511192;Les Diablerets, Crétêt au Rot;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2579084;1133515;1323.2;46.35268999381696, 7.166915776910325
8530590;Cabane-des-Diablerets;Gstaad 3000 AG;CABLE_CAR;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.71.014.9;2582760;1132113;2517;46.34018311274314, 7.214723927764375
8530869;Cabane-des-Diabl. (Glacier);Gstaad 3000 AG;;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.71.015.1 reiner Betriebspunkt, VP=8530590;2582742;1132086;2521;46.33993976724247, 7.214491145582705
8531155;Glacier du Sex Rouge;Gstaad 3000 AG;CHAIRLIFT;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.74.190.1;2582346;1130635;2819;46.326876829073036, 7.209403141677565
8531175;Mi-Ruvine;Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100954;SBA.73.159.1;2576359;1132079;1531;46.33968158864061, 7.1315879784920915
8511110;Les Diablerets, Les Bovets;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2577169;1133856;1161;46.35569483547704, 7.142020756617626
8511195;Les Diablerets, Les Frasses;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2579276;1133350;1304.2;46.35121170371526, 7.169417482875053
8501793;Col-du-Pillon, Glacier 3000;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2582063;1133631;1543;46.35382006647882, 7.205612262590459
8531173;Les Diablerets Le Vioz;Télé-Villars-Gryon;CHAIRLIFT;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100954;SBA.73.018.1 neu SBA.72.171.1;2578166.737;1132731.551;1171;46.34561309845036, 7.155036329494376
8571279;Les Diablerets, Les Parchets;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2579760;1133145;1311;46.34938243951988, 7.175714039944134
8511964;Les Diablerets, Sasset;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578952.988;1133472.732;1294.8;46.35230565864906, 7.165215683671582
8511965;Les Diablerets, Droutzay;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578649.361;1132085.26;1196.8;46.33981492651401, 7.161335195863767
8512175;Vers-l'Eglise, Les Nicolets;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100617;;2575650.446;1133772.088;1111.5;46.35488643395354, 7.122296212862343
8593774;La Faverge;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100008;;2577561.17;1133769.5;1147.3;46.354929994011115, 7.147120002922439
8501479;Les Diablerets;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100008;;2578167.718;1133348.173;1156.1;46.35115999853249, 7.155020005386132
8501477;Vers-l'Eglise;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100008;;2576561.527;1133628.796;1126.1;46.35362999354051, 7.134140001149164
8501354;Glacier-des-Diablerets;Gstaad 3000 AG;CABLE_CAR;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100219;SBA.71.015.9;2581981;1130628;2944;46.32680412096592, 7.204663855829559
8501706;Les Diablerets, Le Rachy;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2577329;1132914;1333;46.34722645991332, 7.144145586842023
8501476;Les Aviolats;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Vers-l'Eglise;ch:1:sboid:100008;;2574946.339;1133561.936;1090.9;46.3529700008271, 7.113160005121262
8511963;Les Diablerets, Le Belvédère;Transports Publics du Chablais (Bus);BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100617;;2578897.781;1133617.301;1309.4;46.35360439446439, 7.164491896077776
8584839;Les Diablerets, Commune;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2578425;1133068;1162;46.348648034355755, 7.15837537833363
8512405;La Jorasse;Télé-Villars-Gryon-Diablerets SA;CABLE_CAR;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:1100022;;2576965.509;1131765.191;1696.3;46.33687986107873, 7.139480986573759
8593773;Les Bovets;Transports Publics du Chablais;TRAIN;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100008;;2577139.594;1133830.006;1156.2;46.355460000248435, 7.1416399987524475
8584838;Les Diablerets, Les Ormonts;PostAuto AG;BUS;VD;Ormont-Dessus;5411;Les Diablerets;ch:1:sboid:100602;;2578472;1133239;1175;46.350187791280085, 7.158977970777081
8505426;Orny, village;PostAuto AG;BUS;VD;Orny;5493;Orny;ch:1:sboid:100602;;2530182;1168928;467;46.66791728323623, 6.52629086679315
8577679;Oron-le-Châtel, La Chavanne;PostAuto AG;BUS;VD;Oron;5805;Oron-le-Châtel;ch:1:sboid:100602;;2554264;1158452;719;46.57577142094787, 6.842010308621177
8504014;Palézieux;Schweizerische Bundesbahnen SBB;TRAIN;VD;Oron;5805;Palézieux;ch:1:sboid:100001;;2553918.865;1154785.194;668.75;46.54276359358115, 6.837875276813898
8579741;Bussigny-sur-Oron, collège;PostAuto AG;BUS;VD;Oron;5805;Bussigny-sur-Oron;ch:1:sboid:100602;;2555841;1157773;771;46.569769854079816, 6.862646786393176
8579800;Oron-la-Ville, gare routière;PostAuto AG;BUS;VD;Oron;5805;Oron-la-Ville;ch:1:sboid:100602;;2552694;1157957;611;46.571209263457284, 6.821581301333403
8582199;Les Thioleyres, village;PostAuto AG;BUS;VD;Oron;5805;Les Thioleyres;ch:1:sboid:100602;;2551904;1154452;700;46.539624276974884, 6.811643171256561
8582200;Les Tavernes, collège;PostAuto AG;BUS;VD;Oron;5805;Les Tavernes;ch:1:sboid:100602;;2552116;1155971;645;46.553303378775695, 6.814248822487205
8577681;Oron-le-Châtel, gare;PostAuto AG;BUS;VD;Oron;5805;Oron-le-Châtel;ch:1:sboid:100602;;2553852;1158088;699;46.572468754755256, 6.836672470232651
8504790;Ecoteaux, collège;PostAuto AG;BUS;VD;Oron;5805;Ecoteaux;ch:1:sboid:100602;;2555812;1155099;766;46.54571440260721, 6.862525244744052
8570441;Ecoteaux, Platta-Pierraz;PostAuto AG;BUS;VD;Oron;5805;Ecoteaux;ch:1:sboid:100602;;2554949;1155067;692;46.54536885664717, 6.851277171946997
8570437;Vuibroye, Champacot;PostAuto AG;BUS;VD;Oron;5805;Vuibroye;ch:1:sboid:100602;;2551735;1158473;623;46.57578214172227, 6.80901854111848
8570458;Vuibroye, village;PostAuto AG;BUS;VD;Oron;5805;Vuibroye;ch:1:sboid:100602;;2551511;1158076;635;46.572194772612086, 6.806138412758192
8570438;Châtillens, gare;PostAuto AG;BUS;VD;Oron;5805;Châtillens;ch:1:sboid:100602;;2552214;1157874;602;46.57042844709366, 6.815329081297836
8570440;Palézieux, gare;PostAuto AG;BUS;VD;Oron;5805;Palézieux;ch:1:sboid:100602;;2553898;1154716;671;46.542139730401914, 6.837610194527385
8570442;Ecoteaux, laiterie;PostAuto AG;BUS;VD;Oron;5805;Ecoteaux;ch:1:sboid:100602;;2555591;1154817;725;46.543163047677496, 6.859671190086359
8578927;Palézieux, zone ind. En Grivaz;PostAuto AG;BUS;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100602;;2553416;1154704;636;46.54199832231591, 6.831327849466611
8579737;Palézieux-Village, collège;PostAuto AG;BUS;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100602;;2553620;1156222;637;46.55566741910814, 6.833834376738656
8580757;Oron-la-Ville, Pralets;PostAuto AG;BUS;VD;Oron;5805;Oron-la-Ville;ch:1:sboid:100602;;2552547;1157935;604;46.57100092763476, 6.819666187178014
8582202;Palézieux, En Plan;PostAuto AG;BUS;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100602;;2552854;1155614;633;46.550144596686195, 6.8239082408100025
8583253;Bussigny-sur-Oron, La Resse;PostAuto AG;BUS;VD;Oron;5805;Bussigny-sur-Oron;ch:1:sboid:100602;;2555427;1157591;780;46.56810517172925, 6.8572645650601665
8515350;Palézieux Est (bif);Schweizerische Bundesbahnen SBB;;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100001;(Zug);2554370.435;1155161.747;670.8;46.54618183375128, 6.843724903102607
8504775;Oron-la-Ville, centre;PostAuto AG;BUS;VD;Oron;5805;Oron-la-Ville;ch:1:sboid:100602;;2553123;1157918;630;46.57088872782371, 6.827180907308626
8570451;Bussigny-sur-Oron, croisée;PostAuto AG;BUS;VD;Oron;5805;Chesalles-sur-Oron;ch:1:sboid:100602;;2555954;1158387;831;46.57530045759296, 6.864061872105564
8570449;Oron-le-Châtel, Château;PostAuto AG;BUS;VD;Oron;5805;Oron-le-Châtel;ch:1:sboid:100602;;2554042;1158380;708;46.5751085010789, 6.839121612160447
8519342;Palézieux [voie 11-12];Transports publics fribourgeois;;VD;Oron;5805;Palézieux;ch:1:sboid:100034;(Zug);2553902.93;1154721.62;668;46.54219062816765, 6.837673895124957
8504016;Palézieux-Village;Schweizerische Bundesbahnen SBB;TRAIN;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100001;;2553240.909;1156385.667;633.8;46.557113199779806, 6.828874524740348
8504020;Oron;Schweizerische Bundesbahnen SBB;TRAIN;VD;Oron;5805;Oron-le-Châtel;ch:1:sboid:100001;;2553885.158;1158096.289;700.1;46.57254560973378, 6.837104144003912
8504017;Châtillens;Schweizerische Bundesbahnen SBB;TRAIN;VD;Oron;5805;Châtillens;ch:1:sboid:100001;;2552225.779;1157885.532;601.96;46.57053302432071, 6.815481520130104
8504789;Palézieux-Village, centre;PostAuto AG;BUS;VD;Oron;5805;Palézieux-Village;ch:1:sboid:100602;;2553318;1156172;634;46.555196596209385, 6.82990146118472
8570439;Oron-la-Ville, Pré à l'Abbé;PostAuto AG;BUS;VD;Oron;5805;Oron-la-Ville;ch:1:sboid:100602;;2553437;1157489;640;46.56705173128464, 6.831319935209418
8570459;Châtillens, collège;PostAuto AG;BUS;VD;Oron;5805;Vuibroye;ch:1:sboid:100602;;2551336;1157330;641;46.56547155243198, 6.803934668075031
8570450;Chesalles-sur-Oron;PostAuto AG;BUS;VD;Oron;5805;Chesalles-sur-Oron;ch:1:sboid:100602;;2555114;1158549;787;46.576701704227276, 6.853088724088641
8570460;Châtillens, Le Péleret;PostAuto AG;BUS;VD;Oron;5805;Châtillens;ch:1:sboid:100602;;2550769;1157067;689;46.56306420270705, 6.796567981701812
8570461;Essertes, village;PostAuto AG;BUS;VD;Oron;5805;Essertes;ch:1:sboid:100602;;2550117;1157015;738;46.56254802872666, 6.78807061420497
8507698;Orzens, village;PostAuto AG;BUS;VD;Orzens;5925;Orzens;ch:1:sboid:100602;;2542228;1174952;620;46.72325701426686, 6.682931504337101
8570186;Oulens-sous-Echallens,Gd Salle;PostAuto AG;BUS;VD;Oulens-sous-Echallens;5529;Oulens-sous-Echallens;ch:1:sboid:100602;;2534016;1165700;586;46.63927221993103, 6.576851633164543
8570187;Oulens-sous-Echallens, collège;PostAuto AG;BUS;VD;Oulens-sous-Echallens;5529;Oulens-sous-Echallens;ch:1:sboid:100602;;2534119;1166169;587;46.64350105621181, 6.5781294603016445
8504759;Pailly, village;PostAuto AG;BUS;VD;Pailly;5530;Pailly;ch:1:sboid:100602;;2541532;1172537;649;46.70147320447046, 6.674136233048425
8570305;Pailly, Le Rembloz;PostAuto AG;BUS;VD;Pailly;5530;Pailly;ch:1:sboid:100602;;2541912;1172166;610;46.698169301195136, 6.6791516736618854
8502735;Pailly, Moulin-Pacot;PostAuto AG;BUS;VD;Pailly;5530;Pailly;ch:1:sboid:100602;;2542513;1171977;560;46.696521396573004, 6.687032822799444
8592167;Paudex, Marronnier;Transports Publics de la Région Lausannoise sa;BUS;VD;Paudex;5588;Paudex;ch:1:sboid:100122;;2541418;1150778;394;46.505738313528724, 6.675418648185158
8592169;Paudex, village;Transports Publics de la Région Lausannoise sa;BUS;VD;Paudex;5588;Paudex;ch:1:sboid:100122;;2541227;1150883;405;46.50666603340664, 6.672917031931323
8592168;Paudex, Verrière;Transports Publics de la Région Lausannoise sa;BUS;VD;Paudex;5588;Paudex;ch:1:sboid:100122;;2541082;1150789;384;46.505807716830105, 6.671040026721771
8504134;Payerne;Schweizerische Bundesbahnen SBB;TRAIN;VD;Payerne;5822;Payerne;ch:1:sboid:100001;;2561939.492;1185510.189;451.96;46.81964995917924, 6.939884923199121
8511703;Payerne, Stade;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2562251.77;1185939.025;451;46.82352524156948, 6.943941422007995
8512255;Payerne, Vuaz Vauchy;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561694.346;1187136.609;446.9;46.834265771083004, 6.936535842140554
8504158;Vers-chez-Perrin, Etrabloz;PostAuto AG;BUS;VD;Payerne;5822;Vers-chez-Perrin;ch:1:sboid:100602;;2561830;1182400;494;46.79166693859296, 6.938710529316902
