Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8557134;Payerne, Simplon;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2561696;1185490;449;46.81945435152479, 6.936695956723768
8557131;Payerne, Rives de la Broye;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2560977;1184966;450;46.81469901204424, 6.927319250276555
8504154;Vers-chez-Perrin, bif.;PostAuto AG;BUS;VD;Payerne;5822;Vers-chez-Perrin;ch:1:sboid:100602;;2561932;1182973;507;46.79682704319899, 6.939998600175327
8557132;Payerne, Beaulieu;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2561447;1185597;449;46.820402421308216, 6.9334240786916155
8582048;Payerne, gymnase;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561864;1185078;466;46.81575801172425, 6.938931857160664
8515351;Payerne Est (bif);Schweizerische Bundesbahnen SBB;;VD;Payerne;5822;Payerne;ch:1:sboid:100001;(Zug);2562566.951;1186322.89;447.96;46.826996022499685, 6.948040242988017
8504999;Payerne, hôpital;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(Bus) ohne Fahrplandaten 12.2018;2562470;1185487;485;46.81947157293441, 6.946838493887663
8557135;Payerne, Concorde;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2561827;1185553;450;46.82002859266185, 6.938407267584982
8557136;Payerne, Sansui;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2562449;1185761;466;46.82193506353714, 6.946540736584206
8557137;Payerne, Colline;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2562652;1185541;486;46.8199675767092, 6.949218949014696
8570399;Payerne, croisée de Cugy (VD);PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561225;1185466;449;46.81921112564259, 6.930526148173708
8570400;Payerne, Les Sorbiers;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561021.294;1185133.005;450;46.81620385435403, 6.9278853333504635
8504780;Payerne, gare;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561959;1185547;452;46.81998219858285, 6.9401374788381505
8583429;Payerne, Moulin à Pigeon;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561864;1184621;484;46.811647215096585, 6.938970091579637
8511702;Payerne, Grandes Rayes;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2562007.753;1186182.988;447.9;46.8257058119405, 6.940723306788541
8511700;Payerne, Champ Aubert;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561077.899;1186350.925;447.8;46.82716256027411, 6.928523007533564
8511701;Payerne, La Palaz;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561357.825;1185918.101;448.3;46.8232855923648, 6.93222829942922
8512171;Payerne, caserne;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2561731.727;1186264.074;448.2;46.82641933228896, 6.93709910596976
8557138;Payerne, Grand'Rue;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;(neue Hst per 08.2018 aber keine Fahrplandaten);2561777;1185697;450;46.82132102014053, 6.937739996212812
8511699;Payerne, Aéropôle;PostAuto AG;BUS;VD;Payerne;5822;Payerne;ch:1:sboid:100602;;2560175.745;1187656.953;445.7;46.8388569482275, 6.916585571424147
8593755;Cossonay-Penthalaz (funi);Transports de la Région Morges-Bière-Cossonay;CABLE_RAILWAY;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100301;SBA.61.009.1;2529839;1162038;431;46.605906271097766, 6.5228617949711625
8501115;Cossonay-Penthalaz;Schweizerische Bundesbahnen SBB;TRAIN;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100001;;2529902.52;1162048.799;427.95;46.6060100852867, 6.523689168142412
8570129;Cossonay-Penthalaz, gare;PostAuto AG;BUS;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100602;;2529881;1162027;428;46.60581174285841, 6.523411627966799
8570131;Penthalaz, village;PostAuto AG;BUS;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100602;;2530227;1162873;485;46.613457745582906, 6.527798968104601
8581114;Penthalaz, Verney;PostAuto AG;BUS;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100602;;2530301;1161861;441;46.60436259713349, 6.528918341516292
8570130;Penthalaz, poste;PostAuto AG;BUS;VD;Penthalaz;5495;Penthalaz;ch:1:sboid:100602;;2530036;1162464;453;46.60975880731903, 6.525368072019379
8570132;Penthaz, La Vaux;PostAuto AG;BUS;VD;Penthaz;5496;Penthaz;ch:1:sboid:100602;;2530469.001;1161616.001;454;46.602176375958166, 6.531147959058235
8501299;Penthaz, village;PostAuto AG;BUS;VD;Penthaz;5496;Penthaz;ch:1:sboid:100602;;2531068;1161308;486;46.59946807944156, 6.539011341936963
8570192;Penthéréaz, village;PostAuto AG;BUS;VD;Penthéréaz;5531;Penthéréaz;ch:1:sboid:100602;;2536121;1170404;622;46.68178975909402, 6.6036869633649165
8570194;Penthéréaz, Le Battoir;PostAuto AG;BUS;VD;Penthéréaz;5531;Penthéréaz;ch:1:sboid:100602;;2536279;1170889;620;46.68616746196988, 6.605684572905265
8570195;Penthéréaz, Champ-de-Vaud;PostAuto AG;BUS;VD;Penthéréaz;5531;Penthéréaz;ch:1:sboid:100602;;2537416;1171661;604;46.693219414176376, 6.620440767415653
8501034;Perroy;Schweizerische Bundesbahnen SBB;;VD;Perroy;5860;Perroy;ch:1:sboid:100001;(Zug);2517385.957;1147223.951;418.072;46.47123185896843, 6.362992260381611
8570040;Perroy, village;PostAuto AG;BUS;VD;Perroy;5860;Perroy;ch:1:sboid:100602;;2517428;1146964;419;46.46889885088727, 6.363586046017817
8570039;Perroy, Couronnette;PostAuto AG;BUS;VD;Perroy;5860;Perroy;ch:1:sboid:100602;;2516601;1146417;385;46.46387611407035, 6.352918901648455
8570041;Perroy, Vinicole;PostAuto AG;BUS;VD;Perroy;5860;Perroy;ch:1:sboid:100602;;2517768;1147136;417;46.47048784011646, 6.36798155535601
8579669;Poliez-Pittet, collège;PostAuto AG;BUS;VD;Poliez-Pittet;5533;Poliez-Pittet;ch:1:sboid:100602;;2541726;1164675;709;46.63077085687746, 6.677671689143971
8570212;Poliez-Pittet, village;PostAuto AG;BUS;VD;Poliez-Pittet;5533;Poliez-Pittet;ch:1:sboid:100602;;2542129;1164373;742;46.62808943783684, 6.682971960992948
8570210;Poliez-Pittet, Grands-Champs;PostAuto AG;BUS;VD;Poliez-Pittet;5533;Poliez-Pittet;ch:1:sboid:100602;;2541657;1164880;711;46.63260881935328, 6.676744669588884
8570211;Poliez-Pittet, Les Roches;PostAuto AG;BUS;VD;Poliez-Pittet;5533;Poliez-Pittet;ch:1:sboid:100602;;2541901;1164539;723;46.62956279602667, 6.679973975327162
8570162;Pompaples, La Colline;PostAuto AG;BUS;VD;Pompaples;5497;Pompaples;ch:1:sboid:100602;;2528873;1168745;490;46.66613277613107, 6.509215476740316
8501894;St-Loup, hôpital;PostAuto AG;BUS;VD;Pompaples;5497;Pompaples;ch:1:sboid:100602;;2528481;1168865;524;46.66717020280956, 6.504074957903854
8570308;Pomy, collège;PostAuto AG;BUS;VD;Pomy;5926;Pomy;ch:1:sboid:100602;;2541343;1178916;567;46.75883582040387, 6.670847329238494
8507953;Pomy, village;PostAuto AG;BUS;VD;Pomy;5926;Pomy;ch:1:sboid:100602;;2541160;1179082;557;46.760312823264606, 6.668430741427392
8570302;Pomy, Centre Orif;PostAuto AG;BUS;VD;Pomy;5926;Pomy;ch:1:sboid:100602;;2540187;1179558;498;46.76450763304124, 6.655632889041579
8570303;Pomy, croisée de Sermuz;PostAuto AG;BUS;VD;Pomy;5926;Pomy;ch:1:sboid:100602;;2540052;1179080;493;46.76019588191017, 6.653928444007187
8502812;Prangins, Les Clos;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508568.144;1138549.686;400.2;46.39206315022458, 6.249913216862347
8588683;Prangins, Tour d'Eau;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508482.464;1139732.245;427.5;46.40268809138396, 6.248565902052106
8588681;Prangins, Les Morettes;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508775.335;1139345.797;416.9;46.39925210079153, 6.25244984038806
8588670;Prangins, La Banderolle;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508391.839;1138081.651;378.9;46.38782928468708, 6.247713885948735
8588680;Prangins, La Bruyère;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508707.014;1139124.56;414.3;46.39725286107569, 6.251605183268332
8588675;Prangins, gare;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508212.617;1139001.547;417.6;46.39607883515992, 6.245202150092708
8588679;Prangins, La Tuilière;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508261.107;1139380.673;420.5;46.39949556388446, 6.2457574680511705
8588685;Prangins, hôpital;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2509150;1139275;403;46.398666239119486, 6.257334747851874
8588678;Prangins, Sus-Gare;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508100;1139075;445;46.396724075214514, 6.243723534272709
8507318;Prangins, Musée national;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508638;1138646;405;46.392938991826114, 6.25080231329261
8501040;Prangins;Schweizerische Bundesbahnen SBB;;VD;Prangins;5725;Prangins;ch:1:sboid:100001;(Zug);2508195.48;1138993.533;416.852;46.396004406420076, 6.244980948432408
8595653;Prangins, Bénex-Dessus;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508734.782;1139524.317;423;46.4008522967947, 6.251887456396127
8588674;Prangins, Les Mélèzes;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508029.039;1138759.326;419.5;46.39387497772115, 6.242863663413214
8588672;Prangins, Pont de la Redoute;Bus Nyon-Prangins;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2507917.302;1138455.976;419.4;46.39113112113905, 6.241471379718453
8588677;Prangins, Vieux Pressoir;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508535.576;1138858.816;410.3;46.394839212737566, 6.249428855637456
8588671;Prangins, Sadex;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508578;1138288;381;46.389710739384235, 6.25009295592756
8588676;Prangins, temple;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508550;1138800;414;46.39431215160808, 6.249627972726598
8595589;Prangins, Les Abériaux;Transports Publics de la Région Nyonnaise;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100540;;2508894;1138650;383;46.39300983767094, 6.254129396067228
8501256;Premier, collège;PostAuto AG;BUS;VD;Premier;5759;Premier;ch:1:sboid:100602;;2524051;1173049;867;46.70431414748599, 6.445499521581564
8570227;Premier, croisée de Forel (Lavaux);PostAuto AG;BUS;VD;Premier;5759;Premier;ch:1:sboid:100602;;2524382;1172733;807;46.70150947069503, 6.449879497411116
8570228;Premier, village;PostAuto AG;BUS;VD;Premier;5759;Premier;ch:1:sboid:100602;;2524137;1172955;849;46.70347844301589, 6.44663953525394
8588898;Préverenges, Capellan;Automobiles MBC;BUS;VD;Préverenges;5643;Préverenges;ch:1:sboid:100566;;2529954;1152437;405;46.51955767353338, 6.525823157329829
8592279;Préverenges, Taudaz;Automobiles MBC;BUS;VD;Préverenges;5643;Préverenges;ch:1:sboid:100566;;2529331;1152250;384;46.51781000786395, 6.517733817535222
8579230;Préverenges, village;Automobiles MBC;BUS;VD;Préverenges;5643;Préverenges;ch:1:sboid:100566;;2529987;1152190;411;46.5173393697413, 6.526290657406674
8570470;Prévonloup, café;PostAuto AG;BUS;VD;Prévonloup;5683;Prévonloup;ch:1:sboid:100602;;2557533;1172123;747;46.69896235858652, 6.883387989911752
8570471;Prévonloup, poste;PostAuto AG;BUS;VD;Prévonloup;5683;Prévonloup;ch:1:sboid:100602;;2557466;1172313;741;46.70066717802537, 6.882494354488424
8511406;Union-Prilly, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536412.865;1154086.205;504;46.53503837792419, 6.609758951330921
8592187;Prilly, Mont-Goulin;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536517;1154484;535;46.53862649015892, 6.611061487005326
8592179;Prilly, Flumeaux;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535710;1153529;437;46.52995899032867, 6.600675261565543
8592176;Prilly, Coudraie;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536413;1154670;538;46.5402896821149, 6.609680156165989
8592181;Prilly, Huttins;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536308;1153887;484;46.53323652303582, 6.6084196232123436
8593849;Cery-Fleur-de-Lys, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;arrêt Taxibus 960;2536079;1155158;540;46.544647395217225, 6.605258555138089
8518452;Prilly-Malley;Schweizerische Bundesbahnen SBB;TRAIN;VD;Prilly;5589;Prilly;ch:1:sboid:100001;;2535856.007;1153164.24;430.4;46.52669197652311, 6.6026289392506525
8501162;Union-Prilly;Lausanne-Echallens-Bercher;TRAIN;VD;Prilly;5589;Prilly;ch:1:sboid:100036;;2536419.475;1154050.74;503;46.53472000029555, 6.6098499957699275
8501164;Cery-Fleur-de-Lys;Lausanne-Echallens-Bercher;TRAIN;VD;Prilly;5589;Prilly;ch:1:sboid:100036;;2536059.857;1155150.711;540;46.544579997347824, 6.605010005346762
8592180;Prilly, Grand Vigne;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535964;1153723;461;46.53172843617947, 6.603958731908137
8592049;Prilly-Malley, Galicien;Transports Publics de la Région Lausannoise sa;BUS|TRAM;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535933.887;1153340.241;433.7;46.52828259669206, 6.603619439782549
8511846;Prilly-Malley, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535848.511;1153269.879;429.1;46.52764149501712, 6.602516552906934
8592175;Prilly, Chasseur;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536176;1154545;510;46.53914268807974, 6.606608021601741
8592173;Prilly, centre;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2536064.618;1154037.432;482.6;46.534566413960924, 6.605226528885792
8501163;Prilly-Chasseur;Lausanne-Echallens-Bercher;TRAIN;VD;Prilly;5589;Prilly;ch:1:sboid:100036;;2536239.649;1154600.723;520.9;46.539650001094884, 6.607429999799677
8510543;Prilly-Malley, gare/aréna;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535782.001;1153352.972;433;46.52838253185972, 6.601638181129214
8592192;Prilly, Corminjoz;Transports Publics de la Région Lausannoise sa;BUS;VD;Prilly;5589;Prilly;ch:1:sboid:100122;;2535816.93;1154331.21;479.2;46.5371852179583, 6.601957186623665
8510752;Provence, Les Rochats;PostAuto AG;BUS;VD;Provence;5566;Provence;ch:1:sboid:100602;;2541679;1193462;1161;46.88970546014013, 6.673384498252535
8511753;Creux-du-Van, Chez les Favre;PostAuto AG;BUS;VD;Provence;5566;Couvet;ch:1:sboid:100602;;2543656.379;1197082.262;1260.1;46.92244001045271, 6.698880006609493
8507666;Provence, Le Couvent;PostAuto AG;BUS;VD;Provence;5566;Couvet;ch:1:sboid:100602;;2540300;1196145;1113;46.91371584449393, 6.654939075713871
8507955;Provence, poste;PostAuto AG;BUS;VD;Provence;5566;Provence;ch:1:sboid:100602;;2545698;1193470;773;46.89011855040655, 6.7261151422019685
8570286;Provence, anc. poste;PostAuto AG;BUS;VD;Provence;5566;Provence;ch:1:sboid:100602;;2545888;1193662;776;46.89186109474485, 6.728585226028661
8570285;Provence, La Grangette;PostAuto AG;BUS;VD;Provence;5566;Provence;ch:1:sboid:100602;;2545825;1193430;764;46.88976913818517, 6.727786233317028
8570272;Provence, Vuissens;PostAuto AG;BUS;VD;Provence;5566;Couvet;ch:1:sboid:100602;;2539376;1193987;1174;46.89422129246223, 6.643098140880567
8570287;Provence, village;PostAuto AG;BUS;VD;Provence;5566;Provence;ch:1:sboid:100602;;2545835;1193619;781;46.891469989098276, 6.7278949290378725
8504012;Puidoux;Schweizerische Bundesbahnen SBB;TRAIN;VD;Puidoux;5607;Puidoux;ch:1:sboid:100001;;2548335.067;1149391.962;617.56;46.49384122879209, 6.765686484646686
8504009;Le Verney (embr);Schweizerische Bundesbahnen SBB;;VD;Puidoux;5607;Puidoux;ch:1:sboid:100001;Güterverkehr;2548128.461;1148744.469;607.993;46.48800084505212, 6.76306827379806
8570563;Chexbres, Bellevue;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2548969;1147996;571;46.48133286682049, 6.774097622099306
8570566;Puidoux, Cité-de-Sully;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2548576;1149236;598;46.49245689262496, 6.7688419477194595
8557083;Puidoux, Grangeneuve;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2550908;1153348;695;46.529620974623626, 6.7987771632620735
8557086;Puidoux, La Lôche;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2550489;1151869;658;46.51628600094493, 6.793475043147545
8557085;Puidoux, En Botonnet;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2550024;1151479;663;46.51274320532765, 6.787458295861215
8557143;Puidoux, Drugex;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2550710;1152396;701;46.52104286853749, 6.7962983638426255
8570567;Puidoux, gare;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2548311;1149379;619;46.49372277073782, 6.765374470751261
8504007;Moreillon;Schweizerische Bundesbahnen SBB;TRAIN;VD;Puidoux;5607;Puidoux;ch:1:sboid:100001;;2549880.843;1150997.152;657.24;46.50839811665493, 6.78564542808098
8557082;Puidoux, Moreillon;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;(neue Hst per 12.2017 aber keine Fahrplandaten);2549880.648;1150936.63;657;46.50785368805773, 6.785649459187576
8570568;Puidoux, Logis du Pont;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2548596;1149871;610;46.498170433430616, 6.769031698377449
8570562;Epesses, Chapotannaz;PostAuto AG;BUS;VD;Puidoux;5607;Epesses;ch:1:sboid:100602;;2547800.001;1148387.001;502.1;46.48475974876073, 6.758831058626963
8557087;Puidoux, La Tronche;PostAuto AG;BUS;VD;Puidoux;5607;Les Thioleyres;ch:1:sboid:100602;(neue Hst per 12.2017 aber keine Fahrplandaten);2551744;1154247;711;46.53776869388737, 6.809578918279182
8557084;Puidoux,gare/Collège du Verney;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;(neue Hst per 12.2017 aber keine Fahrplandaten);2548421;1149276;618;46.49280475728611, 6.766818698135297
8570569;Puidoux, village;PostAuto AG;BUS;VD;Puidoux;5607;Puidoux;ch:1:sboid:100602;;2549641;1150152;658;46.500777692249436, 6.7826129639142145
8579248;Pully, Trois-Chasseurs;PostAuto AG;BUS;VD;Pully;5590;Les Monts-de-Pully;ch:1:sboid:100602;;2542140;1153953;727;46.534360928597344, 6.6844260634037385
8588435;Pully, Chenaulaz;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Les Monts-de-Pully;ch:1:sboid:100122;;2541240;1153150;422;46.52705922777306, 6.672797538537136
8588434;Pully, Rosiaz;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540422;1152551;422;46.5215986646449, 6.6622143183249065
8588450;Pully, Pré Pariset;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540788.49;1152267.407;539;46.51908028505239, 6.667026550796179
8588445;Pully, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540150;1151300;425;46.51032141089047, 6.658832169802723
8592193;Pully, Pierraz-Portay;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2538971;1151206;429;46.50936921507795, 6.643484018024766
8592186;Pully, Métairie;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2538767;1151286;420;46.510070161530656, 6.64081563511572
8592191;Pully, Pavillard;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540137.794;1152345.322;532;46.51972314935417, 6.658537471294899
8588448;Pully, Boverattes;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540695;1151962;422;46.51632480796197, 6.665847596155375
8588447;Pully, Rochettaz;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540503.859;1151719.063;465;46.5141225568191, 6.663388373876147
8588446;Pully, Clergère;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540392;1151396;429;46.51120658067058, 6.661972665881726
8512377;Pully, Chantemerle;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540319.859;1152050.997;519.9;46.517091945260916, 6.660948009472276
8592195;Pully, Reymondin;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540670.163;1151175.149;413;46.50924474934347, 6.665625178998985
8592177;Pully, Daillettes;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540728;1152702;588;46.52298415632626, 6.666182466748293
8592194;Pully, Ravessoud;PostAuto AG;BUS;VD;Pully;5590;Les Monts-de-Pully;ch:1:sboid:100602;;2543103;1154479;797;46.53917514088077, 6.69691320900258
8592185;Pully, Margerol;Transports Publics de la Région Lausannoise sa;BUS;VD;Pully;5590;Pully;ch:1:sboid:100122;;2540323.451;1152366.839;550;46.51993331489017, 6.660953939451322
